date_time,camera,video,trial,tank,group_ID,treatment,novel_numchases,novel_timechases,individual,latency,max_minus_lat
9/28/17,5,34,1,9,4G_2,4,0,0,2,6,294
9/30/17,5,3,2,9,4G_2,4,4,3730,2,3,297
10/2/17,5,2,3,9,4G_2,4,0,0,2,2,298
10/7/17,RH5,34,1,9,4G_3,4,0,0,2,2,298
10/9/17,5,2,2,9,4G_3,4,0,0,2,36,264
10/11/17,5,2,3,9,4G_3,4,1,835,2,3,297
9/28/17,5,34,1,10,4H_2,4,0,0,2,NA,NA
9/30/17,5,3,2,10,4H_2,4,0,0,2,7,293
10/2/17,5,2,3,10,4H_2,4,0,0,2,84,216
10/7/17,RH5,34,1,10,4H_3,4,9,13404,2,3,297
10/9/17,5,2,2,10,4H_3,4,1,854,2,3,297
10/11/17,5,2,3,10,4H_3,4,0,0,2,2,298
8/16/17,2,NA,1,3,4I,4,2,2509,2,25,275
9/29/17,2,1,1,2,4I_2,4,1,1039,2,72,228
10/1/17,2,1,2,3,4I_2,4,0,0,2,28,272
10/8/17,2,1,1,3,4I_3,4,0,0,2,300,0
10/10/17,2,1,2,3,4I_3,4,4,3944,2,85,215
8/16/17,5,NA,1,10,4J,4,9,33073,2,3,297
8/18/17,5,NA,2,10,4J,4,12,29584,2,2,298
8/20/17,5,12,3,10,4J,4,0,0,2,NA,NA
9/29/17,2,2,1,3,4J_2,4,4,7100,2,22,278
10/8/17,2,1,1,4,4J_3,4,0,0,2,3,297
10/10/17,2,1,2,4,4J_3,4,2,4428,2,14,286
8/16/17,2,NA,1,4,4K,4,2,3358,2,2,298
8/18/17,2,NA,2,4,4K,4,1,1714,2,3,297
8/20/17,2,1,3,4,4K,4,3,4759,2,2,298
9/29/17,5,1,1,9,4K_2,4,6,11848,2,8,292
8/16/17,5,NA,1,9,4L,4,15,68221,2,27,273
8/18/17,5,NA,2,9,4L,4,13,124455,2,7,293
9/29/17,5,1,1,10,4L_2,4,2,2970,2,9,291
8/16/17,2,NA,1,3,4M,4,0,0,2,3,297
9/29/17,2,1,1,3,4M_2,4,2,2630,2,51,249
10/1/17,2,2,2,3,4M_2,4,8,36251,2,4,296
10/3/17,2,1,3,3,4M_2,4,4,5298,2,3,297
8/16/17,2,NA,1,4,4N,4,11,55142,2,21,279
8/18/17,2,NA,2,4,4N,4,19,34909,2,6,294
8/20/17,2,2,3,4,4N,4,0,0,2,4,296
8/16/17,5,NA,1,9,4O,4,0,0,2,300,0
9/29/17,2,2,1,4,4O_2,4,7,11899,2,9,291
10/1/17,2,2,2,4,4O_2,4,24,20179,2,3,297
10/3/17,2,1,3,4,4O_2,4,38,78328,2,2,298
8/16/17,5,NA,1,10,4P,4,1,893,2,6,294
9/29/17,5,2,1,9,4P_2,4,11,32608,2,2,298
10/1/17,5,1,2,9,4P_2,4,14,38164,2,2,298
10/3/17,5,12,3,9,4P_2,4,8,16448,2,5,295
10/7/17,RH3,1,1,5,8A_3,8,7,4760,2,2,298
10/9/17,3,1,2,5,8A_3,8,15,21267,2,3,297
10/11/17,3,1,3,5,8A_3,8,30,58372,2,1,299
8/15/17,3,NA,1,5,8B,8,7,6192,2,2,298
9/28/17,3,1,1,6,8B_2,8,0,0,2,15,285
10/7/17,RH3,1,1,6,8B_3,8,7,4655,2,4,296
10/9/17,3,1,2,6,8B_3,8,22,28922,2,3,297
10/11/17,3,1,3,6,8B_3,8,23,17303,2,1,299
9/28/17,6,1,1,11,8C_2,8,5,4601,2,5,295
10/7/17,RH6,1,1,11,8C_3,8,0,0,2,4,296
10/9/17,6,1,2,11,8C_3,8,1,923,2,2,298
10/11/17,6,1,3,11,8C_3,8,2,5718,2,2,298
8/17/17,3,NA,2,6,8D,8,2,2183,2,2,298
8/15/17,3,NA,1,6,8D,8,3,8918,2,5,295
9/28/17,6,1,1,12,8D_2,8,14,36538,2,11,289
10/7/17,RH6,1,1,12,8D_3,8,0,0,2,7,293
8/15/17,6,NA,1,11,8E,8,1,2507,2,2,298
8/19/17,6,NA,3,11,8E,8,4,15681,2,2,298
8/17/17,6,NA,2,11,8E,8,NA,NA,2,3,297
9/28/17,3,2,1,5,8E_2,8,5,9098,2,4,296
9/30/17,3,1,2,5,8E_2,8,24,59813,2,7,293
10/2/17,3,1,3,7,8E_2,8,26,60476,2,2,298
10/7/17,RH3,2,1,5,8E_3,8,1,6300,2,8,292
10/9/17,3,2,2,5,8E_3,8,17,44906,2,4,296
8/15/17,3,NA,1,6,8F,8,4,9357,2,5,295
8/17/17,3,NA,2,6,8F,8,4,3505,2,2,298
8/19/17,3,NA,3,6,8F,8,0,0,2,2,298
9/28/17,3,2,1,6,8F_2,8,16,23998,2,4,296
9/30/17,3,1,2,6,8F_2,8,28,47910,2,2,298
8/15/17,6,NA,1,12,8G,8,0,0,2,2,298
8/19/17,6,NA,3,12,8G,8,2,2264,2,3,297
8/17/17,6,NA,2,12,8G,8,NA,NA,2,NA,NA
9/28/17,6,2,1,11,8G_2,8,6,5961,2,6,294
9/30/17,6,1,2,11,8G_2,8,3,4677,2,1,299
10/7/17,RH6,2,1,11,8G_3,8,7,5228,2,2,298
10/9/17,6,1,2,11,8G_3,8,11,13124,2,3,297
10/11/17,6,2,3,12,8G_3,8,5,6756,2,1,299
9/28/17,6,2,1,12,8H_2,8,3,8023,2,5,295
9/30/17,6,1,2,12,8H_2,8,28,80562,2,21,279
10/7/17,RH6,2,1,12,8H_3,8,0,0,2,2,298
10/9/17,6,2,2,12,8H_3,8,1,726,2,3,297
10/11/17,6,2,3,11,8H_3,8,0,0,2,1,299
8/16/17,3,NA,1,6,8I,8,0,0,2,5,295
9/29/17,3,1,1,5,8I_2,8,21,45706,2,300,0
10/1/17,3,1,2,5,8I_2,8,22,76964,2,2,298
10/8/17,3,1,1,5,8I_3,8,0,0,2,3,297
10/10/17,3,1,2,5,8I_3,8,0,0,2,2,298
10/12/17,3,1,3,5,8I_3,8,0,0,2,1,299
8/16/17,3,NA,1,5,8J,8,0,0,2,3,297
9/29/17,3,1,1,6,8J_2,8,1,1288,2,5,295
10/8/17,3,1,1,6,8J_3,8,1,585,2,4,296
10/10/17,3,1,2,6,8J_3,8,11,21360,2,5,295
10/12/17,3,1,3,6,8J_3,8,7,6064,2,3,297
8/16/17,6,NA,1,11,8K,8,0,0,2,3,297
8/18/17,6,NA,2,11,8K,8,6,12764,2,4,296
9/29/17,6,1,1,11,8K_2,8,0,0,2,4,296
10/1/17,6,1,2,11,8K_2,8,NA,NA,2,2,298
10/3/17,6,1,3,11,8K_2,8,1,508,2,2,298
10/8/17,6,1,1,11,8K_3,8,0,0,2,7,293
8/16/17,6,NA,1,12,8L,8,1,935,2,9,291
8/18/17,6,NA,2,12,8L,8,24,28337,2,5,295
8/20/17,6,1,3,12,8L,8,36,76919,2,2,298
9/29/17,6,1,1,12,8L_2,8,6,7885,2,2,298
10/1/17,6,1,2,12,8L_2,8,NA,NA,2,3,297
10/8/17,6,1,1,12,8L_3,8,1,695,2,58,242
10/10/17,6,1,2,12,8L_3,8,3,2357,2,20,280
10/12/17,6,1,3,12,8L_3,8,0,0,2,13,287
9/29/17,3,2,1,5,8M_2,8,7,1,2,6,294
10/1/17,3,2,2,5,8M_2,8,17,13003,2,2,298
10/3/17,3,1,3,5,8M_2,8,27,37081,2,2,298
9/29/17,3,2,1,6,8N_2,8,2,1589,2,4,296
10/1/17,3,2,2,6,8N_2,8,6,4233,2,2,298
10/3/17,3,1,3,6,8N_2,8,9,24859,2,2,298
8/16/17,3,NA,1,5,8O,8,1,2499,2,4,296
8/18/17,3,NA,2,5,8O,8,21,48429,2,8,292
8/20/17,3,1,3,5,8O,8,38,60598,2,3,297
9/29/17,6,2,1,11,8O_2,8,6,5434,2,4,296
10/1/17,6,2,2,11,8O_2,8,34,50342,2,2,298
10/3/17,6,2,3,11,8O_2,8,44,66265,2,2,298
8/16/17,3,NA,1,6,8P,8,0,0,2,3,297
9/29/17,6,2,1,12,8P_2,8,1,1130,2,6,294
10/1/17,6,2,2,12,8P_2,8,0,0,2,3,297
10/3/17,6,2,3,12,8P_2,8,0,0,2,2,298
8/15/17,1,NA,1,1,2A,2,3,9454,3,NA,NA
8/17/17,1,NA,2,1,2A,2,4,6361,3,NA,NA
9/30/17,1,NA,2,1,2A_2,2,1,1415,3,NA,NA
9/28/17,1,1,1,1,2A_2,2,1,915,3,NA,NA
10/2/17,1,1,3,1,2A_2,2,0,0,3,NA,NA
10/7/17,RH1,1,1,1,2A_3,2,0,0,3,NA,NA
10/9/17,1,1,2,1,2A_3,2,0,0,3,NA,NA
10/11/17,1,1,3,1,2A_3,2,25,118401,3,NA,NA
8/15/17,1,NA,1,2,2B,2,0,0,3,NA,NA
8/17/17,1,NA,2,2,2B,2,0,0,3,NA,NA
8/19/17,1,NA,3,2,2B,2,0,0,3,NA,NA
9/30/17,1,NA,2,2,2B_2,2,2,21168,3,NA,NA
9/28/17,1,1,1,2,2B_2,2,12,35665,3,NA,NA
10/2/17,1,1,3,2,2B_2,2,2,6267,3,NA,NA
10/7/17,RH1,1,1,2,2B_3,2,11,44366,3,NA,NA
10/9/17,1,1,2,2,2B_3,2,4,10202,3,NA,NA
10/11/17,1,1,3,2,2B_3,2,11,34044,3,NA,NA
8/15/17,4,NA,1,7,2C,2,1,606,3,NA,NA
8/17/17,4,NA,2,7,2C,2,NA,NA,3,NA,NA
8/19/17,4,NA,3,7,2C,2,2,1391,3,NA,NA
9/28/17,4,12,1,7,2C_2,2,0,0,3,NA,NA
9/30/17,4,1,2,7,2C_2,2,0,0,3,NA,NA
10/2/17,4,1,3,8,2C_2,2,0,0,3,NA,NA
10/7/17,RH4,12,1,7,2C_3,2,0,0,3,NA,NA
10/9/17,4,1,2,7,2C_3,2,0,0,3,NA,NA
10/11/17,4,1,3,7,2C_3,2,0,0,3,NA,NA
8/15/17,4,NA,1,8,2D,2,19,51555,3,NA,NA
8/19/17,4,NA,3,8,2D,2,0,0,3,NA,NA
8/17/17,4,NA,2,8,2D,2,NA,NA,3,NA,NA
9/28/17,4,12,1,8,2D_2,2,0,0,3,NA,NA
9/30/17,4,1,2,8,2D_2,2,22,88983,3,NA,NA
10/2/17,4,1,3,7,2D_2,2,2,10941,3,NA,NA
10/7/17,RH4,12,1,8,2D_3,2,0,0,3,NA,NA
10/9/17,4,1,2,8,2D_3,2,0,0,3,NA,NA
10/11/17,4,1,3,8,2D_3,2,0,0,3,NA,NA
8/15/17,1,NA,1,1,2E,2,NA,NA,3,NA,NA
9/28/17,1,2,1,1,2E_2,2,9,13254,3,NA,NA
9/30/17,1,2,2,1,2E_2,2,0,0,3,NA,NA
10/7/17,RH1,2,1,1,2E_3,2,1,NA,3,NA,NA
10/9/17,1,2,2,1,2E_3,2,0,0,3,NA,NA
10/11/17,1,2,3,1,2E_3,2,0,0,3,NA,NA
8/15/17,1,3,1,2,2F,2,NA,NA,3,NA,NA
9/28/17,1,2,1,2,2F_2,2,7,28828,3,NA,NA
9/30/17,1,2,2,2,2F_2,2,10,36926,3,NA,NA
10/7/17,RH1,2,1,2,2F_3,2,0,0,3,NA,NA
10/9/17,1,2,2,2,2F_3,2,8,32974,3,NA,NA
10/11/17,1,2,3,2,2F_3,2,0,0,3,NA,NA
8/15/17,4,NA,1,8,2G,2,5,4591,3,NA,NA
8/17/17,1,NA,2,8,2G,2,9,18939,3,NA,NA
8/19/17,4,NA,3,8,2G,2,0,0,3,NA,NA
9/28/17,4,34,1,7,2G_2,2,0,0,3,NA,NA
9/30/17,4,2,2,7,2G_2,2,0,0,3,NA,NA
10/2/17,4,2,3,8,2G_2,2,0,0,3,NA,NA
10/7/17,RH4,3,1,7,2G_3,2,0,0,3,NA,NA
10/9/17,4,2,2,7,2G_3,2,0,0,3,NA,NA
10/11/17,4,2,3,7,2G_3,2,3,4721,3,NA,NA
8/15/17,4,NA,1,7,2H,2,1,1642,3,NA,NA
8/17/17,1,NA,2,7,2H,2,8,20763,3,NA,NA
8/19/17,4,NA,3,7,2H,2,1,2304,3,NA,NA
9/28/17,4,34,1,8,2H_2,2,2,1836,3,NA,NA
10/7/17,RH4,3,1,8,2H_3,2,3,5850,3,NA,NA
10/9/17,4,2,2,8,2H_3,2,0,0,3,NA,NA
10/11/17,4,2,3,8,2H_3,2,0,0,3,NA,NA
8/16/17,1,NA,1,1,2I,2,8,25746,3,NA,NA
9/29/17,1,12,1,1,2I_2,2,15,66413,3,NA,NA
10/1/17,1,1,2,1,2I_2,2,19,20674,3,NA,NA
10/3/17,1,1,3,1,2I_2,2,8,25752,3,NA,NA
10/8/17,1,1,1,1,2I_3,2,0,0,3,NA,NA
10/10/17,1,1,2,1,2I_3,2,0,0,3,NA,NA
10/12/17,1,1,3,1,2I_3,2,0,0,3,NA,NA
8/16/17,1,NA,1,2,2J,2,0,0,3,NA,NA
8/18/17,1,NA,2,2,2J,2,2,7804,3,NA,NA
8/20/17,1,1,3,2,2J,2,0,0,3,NA,NA
9/29/17,1,12,1,2,2J_2,2,2,2691,3,NA,NA
10/1/17,1,1,2,2,2J_2,2,0,0,3,NA,NA
10/3/17,1,1,3,2,2J_2,2,0,0,3,NA,NA
8/16/17,4,NA,1,7,2K,2,0,0,3,NA,NA
8/16/17,4,NA,1,8,2L,2,9,25189,3,NA,NA
8/18/17,4,NA,2,8,2L,2,3,3229,3,NA,NA
8/20/17,4,1,3,8,2L,2,0,0,3,NA,NA
9/29/17,4,1,1,7,2L_2,2,19,134640,3,NA,NA
10/1/17,4,1,2,7,2L_2,2,16,90047,3,NA,NA
10/3/17,4,1,3,7,2L_2,2,0,0,3,NA,NA
8/16/17,1,NA,1,1,2M,2,1,2471,3,NA,NA
8/18/17,1,NA,2,1,2M,2,0,0,3,NA,NA
8/20/17,1,2,3,1,2M,2,0,0,3,NA,NA
9/29/17,4,1,1,8,2M_2,2,0,0,3,NA,NA
10/1/17,4,1,2,8,2M_2,2,0,0,3,NA,NA
10/3/17,4,1,3,8,2M_2,2,0,0,3,NA,NA
8/16/17,1,NA,1,2,2N,2,4,4569,3,NA,NA
8/18/17,1,NA,2,2,2N,2,0,0,3,NA,NA
8/20/17,1,2,3,2,2N,2,0,0,3,NA,NA
9/29/17,1,3,1,1,2N_2,2,4,4468,3,NA,NA
10/1/17,1,2,2,1,2N_2,2,8,12582,3,NA,NA
10/3/17,1,2,3,1,2N_2,2,20,36050,3,NA,NA
8/16/17,4,NA,1,7,2O,2,4,25602,3,NA,NA
8/18/17,4,NA,2,7,2O,2,1,598,3,NA,NA
8/20/17,4,2,3,7,2O,2,10,73516,3,NA,NA
9/29/17,1,3,1,2,2O_2,2,0,0,3,NA,NA
10/1/17,1,2,2,2,2O_2,2,0,0,3,NA,NA
8/16/17,4,NA,1,8,2P,2,0,0,3,NA,NA
8/18/17,4,NA,2,8,2P,2,0,0,3,NA,NA
8/20/17,4,2,3,8,2P,2,0,0,3,NA,NA
9/29/17,4,2,1,7,2P_2,2,0,0,3,NA,NA
10/1/17,4,2,2,7,2P_2,2,0,0,3,NA,NA
10/3/17,4,2,3,7,2P_2,2,0,0,3,NA,NA
8/15/17,2,NA,1,3,4A,4,7,14451,3,18,282
8/17/17,2,NA,2,3,4A,4,1,500,3,8,292
8/19/17,2,NA,3,3,4A,4,3,8301,3,7,293
9/28/17,2,1,1,3,4A_2,4,0,0,3,83,217
9/30/17,2,1,2,3,4A_2,4,6,10440,3,61,239
10/2/17,2,1,3,3,4A_2,4,13,12660,3,44,256
10/7/17,RH2,1,1,3,4A_3,4,0,0,3,94,206
10/9/17,2,1,2,3,4A_3,4,6,14846,3,11,289
10/11/17,2,1,3,3,4A_3,4,17,107562,3,2,298
8/15/17,2,NA,1,4,4B,4,6,6472,3,5,295
8/17/17,2,NA,2,4,4B,4,0,0,3,49,251
9/28/17,2,1,1,4,4B_2,4,1,719,3,54,246
9/30/17,2,1,2,4,4B_2,4,12,39852,3,7,293
10/2/17,2,1,3,4,4B_2,4,9,12436,3,4,296
10/7/17,RH2,1,1,4,4B_3,4,0,0,3,26,274
10/9/17,2,1,2,4,4B_3,4,3,5818,3,7,293
10/11/17,2,1,3,4,4B_3,4,1,3751,3,8,292
8/15/17,5,NA,1,9,4C,4,16,16644,3,10,290
8/19/17,5,NA,3,9,4C,4,24,61715,3,12,288
8/17/17,5,NA,2,9,4C,4,NA,NA,3,NA,NA
9/28/17,5,12,1,9,4C_2,4,2,1426,3,72,228
9/30/17,5,12,2,9,4C_2,4,10,8657,3,3,297
10/7/17,RH5,12,1,9,4C_3,4,0,0,3,12,288
10/9/17,5,1,2,9,4C_3,4,0,0,3,18,282
10/11/17,5,1,3,9,4C_3,4,0,0,3,30,270
8/15/17,5,NA,1,10,4D,4,9,17463,3,73,227
8/19/17,5,NA,3,10,4D,4,5,22926,3,4,296
8/17/17,5,NA,2,10,4D,4,NA,NA,3,2,298
9/28/17,5,12,1,10,4D_2,4,6,26220,3,10,290
9/30/17,5,12,2,10,4D_2,4,10,42633,3,166,134
10/2/17,5,1,3,10,4D_2,4,7,13173,3,NA,NA
10/7/17,RH5,12,1,10,4D_3,4,7,18914,3,6,294
10/9/17,5,1,2,10,4D_3,4,16,124685,3,18,282
10/11/17,5,1,3,10,4D_3,4,5,5806,3,13,287
8/15/17,2,NA,1,3,4E,4,12,35908,3,11,289
9/30/17,2,NA,2,3,4E_2,4,10,17698,3,5,295
9/28/17,2,2,1,3,4E_2,4,0,0,3,12,288
10/2/17,2,2,3,3,4E_2,4,8,18562,3,42,258
10/7/17,RH2,2,1,3,4E_3,4,1,983,3,13,287
8/15/17,2,NA,1,4,4F,4,17,34332,3,12,288
8/17/17,2,NA,2,4,4F,4,1,702,3,18,282
9/30/17,2,NA,2,4,4F_2,4,11,17597,3,28,272
9/28/17,2,2,1,4,4F_2,4,0,0,3,84,216
10/7/17,RH2,2,1,4,4F_3,4,5,8810,3,8,292
10/9/17,2,2,2,4,4F_3,4,7,18850,3,10,290
10/11/17,2,2,3,4,4F_3,4,0,0,3,NA,NA
9/28/17,5,34,1,9,4G_2,4,0,0,3,10,290
9/30/17,5,3,2,9,4G_2,4,4,3730,3,3,297
10/2/17,5,2,3,9,4G_2,4,0,0,3,300,0
10/7/17,RH5,34,1,9,4G_3,4,0,0,3,3,297
10/9/17,5,2,2,9,4G_3,4,0,0,3,NA,NA
10/11/17,5,2,3,9,4G_3,4,1,835,3,4,296
9/28/17,5,34,1,10,4H_2,4,0,0,3,15,285
9/30/17,5,3,2,10,4H_2,4,0,0,3,18,282
10/2/17,5,2,3,10,4H_2,4,0,0,3,115,185
10/7/17,RH5,34,1,10,4H_3,4,9,13404,3,11,289
10/9/17,5,2,2,10,4H_3,4,1,854,3,4,296
10/11/17,5,2,3,10,4H_3,4,0,0,3,2,298
8/16/17,2,NA,1,3,4I,4,2,2509,3,151,149
9/29/17,2,1,1,2,4I_2,4,1,1039,3,NA,NA
10/1/17,2,1,2,3,4I_2,4,0,0,3,54,246
10/8/17,2,1,1,3,4I_3,4,0,0,3,300,0
10/10/17,2,1,2,3,4I_3,4,4,3944,3,NA,NA
8/16/17,5,NA,1,10,4J,4,9,33073,3,4,296
8/18/17,5,NA,2,10,4J,4,12,29584,3,21,279
8/20/17,5,12,3,10,4J,4,0,0,3,NA,NA
9/29/17,2,2,1,3,4J_2,4,4,7100,3,30,270
10/8/17,2,1,1,4,4J_3,4,0,0,3,300,0
10/10/17,2,1,2,4,4J_3,4,2,4428,3,27,273
8/16/17,2,NA,1,4,4K,4,2,3358,3,5,295
8/18/17,2,NA,2,4,4K,4,1,1714,3,4,296
8/20/17,2,1,3,4,4K,4,3,4759,3,3,297
9/29/17,5,1,1,9,4K_2,4,6,11848,3,9,291
8/16/17,5,NA,1,9,4L,4,15,68221,3,54,246
8/18/17,5,NA,2,9,4L,4,13,124455,3,300,0
9/29/17,5,1,1,10,4L_2,4,2,2970,3,14,286
8/16/17,2,NA,1,3,4M,4,0,0,3,8,292
9/29/17,2,1,1,3,4M_2,4,2,2630,3,56,244
10/1/17,2,2,2,3,4M_2,4,8,36251,3,4,296
10/3/17,2,1,3,3,4M_2,4,4,5298,3,4,296
8/16/17,2,NA,1,4,4N,4,11,55142,3,29,271
8/18/17,2,NA,2,4,4N,4,19,34909,3,8,292
8/20/17,2,2,3,4,4N,4,0,0,3,5,295
8/16/17,5,NA,1,9,4O,4,0,0,3,300,0
9/29/17,2,2,1,4,4O_2,4,7,11899,3,21,279
10/1/17,2,2,2,4,4O_2,4,24,20179,3,4,296
10/3/17,2,1,3,4,4O_2,4,38,78328,3,2,298
8/16/17,5,NA,1,10,4P,4,1,893,3,12,288
9/29/17,5,2,1,9,4P_2,4,11,32608,3,3,297
10/1/17,5,1,2,9,4P_2,4,14,38164,3,2,298
10/3/17,5,12,3,9,4P_2,4,8,16448,3,34,266
10/7/17,RH3,1,1,5,8A_3,8,7,4760,3,2,298
10/9/17,3,1,2,5,8A_3,8,15,21267,3,4,296
10/11/17,3,1,3,5,8A_3,8,30,58372,3,1,299
8/15/17,3,NA,1,5,8B,8,7,6192,3,3,297
9/28/17,3,1,1,6,8B_2,8,0,0,3,41,259
10/7/17,RH3,1,1,6,8B_3,8,7,4655,3,4,296
10/9/17,3,1,2,6,8B_3,8,22,28922,3,3,297
10/11/17,3,1,3,6,8B_3,8,23,17303,3,2,298
9/28/17,6,1,1,11,8C_2,8,5,4601,3,8,292
10/7/17,RH6,1,1,11,8C_3,8,0,0,3,6,294
10/9/17,6,1,2,11,8C_3,8,1,923,3,2,298
10/11/17,6,1,3,11,8C_3,8,2,5718,3,4,296
8/17/17,3,NA,2,6,8D,8,2,2183,3,3,297
8/15/17,3,NA,1,6,8D,8,3,8918,3,7,293
9/28/17,6,1,1,12,8D_2,8,14,36538,3,14,286
10/7/17,RH6,1,1,12,8D_3,8,0,0,3,7,293
8/15/17,6,NA,1,11,8E,8,1,2507,3,2,298
8/19/17,6,NA,3,11,8E,8,4,15681,3,3,297
8/17/17,6,NA,2,11,8E,8,NA,NA,3,4,296
9/28/17,3,2,1,5,8E_2,8,5,9098,3,5,295
9/30/17,3,1,2,5,8E_2,8,24,59813,3,8,292
10/2/17,3,1,3,7,8E_2,8,26,60476,3,3,297
10/7/17,RH3,2,1,5,8E_3,8,1,6300,3,14,286
10/9/17,3,2,2,5,8E_3,8,17,44906,3,5,295
8/15/17,3,NA,1,6,8F,8,4,9357,3,6,294
8/17/17,3,NA,2,6,8F,8,4,3505,3,3,297
8/19/17,3,NA,3,6,8F,8,0,0,3,3,297
9/28/17,3,2,1,6,8F_2,8,16,23998,3,5,295
9/30/17,3,1,2,6,8F_2,8,28,47910,3,2,298
8/15/17,6,NA,1,12,8G,8,0,0,3,3,297
8/19/17,6,NA,3,12,8G,8,2,2264,3,4,296
8/17/17,6,NA,2,12,8G,8,NA,NA,3,NA,NA
9/28/17,6,2,1,11,8G_2,8,6,5961,3,8,292
9/30/17,6,1,2,11,8G_2,8,3,4677,3,2,298
10/7/17,RH6,2,1,11,8G_3,8,7,5228,3,2,298
10/9/17,6,1,2,11,8G_3,8,11,13124,3,3,297
10/11/17,6,2,3,12,8G_3,8,5,6756,3,2,298
9/28/17,6,2,1,12,8H_2,8,3,8023,3,6,294
9/30/17,6,1,2,12,8H_2,8,28,80562,3,23,277
10/7/17,RH6,2,1,12,8H_3,8,0,0,3,8,292
10/9/17,6,2,2,12,8H_3,8,1,726,3,4,296
10/11/17,6,2,3,11,8H_3,8,0,0,3,2,298
8/16/17,3,NA,1,6,8I,8,0,0,3,6,294
9/29/17,3,1,1,5,8I_2,8,21,45706,3,300,0
10/1/17,3,1,2,5,8I_2,8,22,76964,3,3,297
10/8/17,3,1,1,5,8I_3,8,0,0,3,5,295
10/10/17,3,1,2,5,8I_3,8,0,0,3,2,298
10/12/17,3,1,3,5,8I_3,8,0,0,3,2,298
8/16/17,3,NA,1,5,8J,8,0,0,3,4,296
9/29/17,3,1,1,6,8J_2,8,1,1288,3,6,294
10/8/17,3,1,1,6,8J_3,8,1,585,3,5,295
10/10/17,3,1,2,6,8J_3,8,11,21360,3,5,295
10/12/17,3,1,3,6,8J_3,8,7,6064,3,4,296
8/16/17,6,NA,1,11,8K,8,0,0,3,4,296
8/18/17,6,NA,2,11,8K,8,6,12764,3,4,296
9/29/17,6,1,1,11,8K_2,8,0,0,3,4,296
10/1/17,6,1,2,11,8K_2,8,NA,NA,3,2,298
10/3/17,6,1,3,11,8K_2,8,1,508,3,2,298
10/8/17,6,1,1,11,8K_3,8,0,0,3,10,290
8/16/17,6,NA,1,12,8L,8,1,935,3,10,290
8/18/17,6,NA,2,12,8L,8,24,28337,3,6,294
8/20/17,6,1,3,12,8L,8,36,76919,3,2,298
9/29/17,6,1,1,12,8L_2,8,6,7885,3,3,297
10/1/17,6,1,2,12,8L_2,8,NA,NA,3,3,297
10/8/17,6,1,1,12,8L_3,8,1,695,3,65,235
10/10/17,6,1,2,12,8L_3,8,3,2357,3,26,274
10/12/17,6,1,3,12,8L_3,8,0,0,3,13,287
9/29/17,3,2,1,5,8M_2,8,7,1,3,7,293
10/1/17,3,2,2,5,8M_2,8,17,13003,3,2,298
10/3/17,3,1,3,5,8M_2,8,27,37081,3,2,298
9/29/17,3,2,1,6,8N_2,8,2,1589,3,5,295
10/1/17,3,2,2,6,8N_2,8,6,4233,3,3,297
10/3/17,3,1,3,6,8N_2,8,9,24859,3,2,298
8/16/17,3,NA,1,5,8O,8,1,2499,3,4,296
8/18/17,3,NA,2,5,8O,8,21,48429,3,12,288
8/20/17,3,1,3,5,8O,8,38,60598,3,4,296
9/29/17,6,2,1,11,8O_2,8,6,5434,3,6,294
10/1/17,6,2,2,11,8O_2,8,34,50342,3,3,297
10/3/17,6,2,3,11,8O_2,8,44,66265,3,3,297
8/16/17,3,NA,1,6,8P,8,0,0,3,4,296
9/29/17,6,2,1,12,8P_2,8,1,1130,3,12,288
10/1/17,6,2,2,12,8P_2,8,0,0,3,7,293
10/3/17,6,2,3,12,8P_2,8,0,0,3,2,298
8/15/17,1,NA,1,1,2A,2,3,9454,4,NA,NA
8/17/17,1,NA,2,1,2A,2,4,6361,4,NA,NA
9/30/17,1,NA,2,1,2A_2,2,1,1415,4,NA,NA
9/28/17,1,1,1,1,2A_2,2,1,915,4,NA,NA
10/2/17,1,1,3,1,2A_2,2,0,0,4,NA,NA
10/7/17,RH1,1,1,1,2A_3,2,0,0,4,NA,NA
10/9/17,1,1,2,1,2A_3,2,0,0,4,NA,NA
10/11/17,1,1,3,1,2A_3,2,25,118401,4,NA,NA
8/15/17,1,NA,1,2,2B,2,0,0,4,NA,NA
8/17/17,1,NA,2,2,2B,2,0,0,4,NA,NA
8/19/17,1,NA,3,2,2B,2,0,0,4,NA,NA
9/30/17,1,NA,2,2,2B_2,2,2,21168,4,NA,NA
9/28/17,1,1,1,2,2B_2,2,12,35665,4,NA,NA
10/2/17,1,1,3,2,2B_2,2,2,6267,4,NA,NA
10/7/17,RH1,1,1,2,2B_3,2,11,44366,4,NA,NA
10/9/17,1,1,2,2,2B_3,2,4,10202,4,NA,NA
10/11/17,1,1,3,2,2B_3,2,11,34044,4,NA,NA
8/15/17,4,NA,1,7,2C,2,1,606,4,NA,NA
8/17/17,4,NA,2,7,2C,2,NA,NA,4,NA,NA
8/19/17,4,NA,3,7,2C,2,2,1391,4,NA,NA
9/28/17,4,12,1,7,2C_2,2,0,0,4,NA,NA
9/30/17,4,1,2,7,2C_2,2,0,0,4,NA,NA
10/2/17,4,1,3,8,2C_2,2,0,0,4,NA,NA
10/7/17,RH4,12,1,7,2C_3,2,0,0,4,NA,NA
10/9/17,4,1,2,7,2C_3,2,0,0,4,NA,NA
10/11/17,4,1,3,7,2C_3,2,0,0,4,NA,NA
