date_time,camera,video,trial,tank,group_ID,treatment,novel_numchases,novel_timechases,individual,latency,max_minus_lat
8/15/17,4,NA,1,8,2D,2,19,51555,4,NA,NA
8/19/17,4,NA,3,8,2D,2,0,0,4,NA,NA
8/17/17,4,NA,2,8,2D,2,NA,NA,4,NA,NA
9/28/17,4,12,1,8,2D_2,2,0,0,4,NA,NA
9/30/17,4,1,2,8,2D_2,2,22,88983,4,NA,NA
10/2/17,4,1,3,7,2D_2,2,2,10941,4,NA,NA
10/7/17,RH4,12,1,8,2D_3,2,0,0,4,NA,NA
10/9/17,4,1,2,8,2D_3,2,0,0,4,NA,NA
10/11/17,4,1,3,8,2D_3,2,0,0,4,NA,NA
8/15/17,1,NA,1,1,2E,2,NA,NA,4,NA,NA
9/28/17,1,2,1,1,2E_2,2,9,13254,4,NA,NA
9/30/17,1,2,2,1,2E_2,2,0,0,4,NA,NA
10/7/17,RH1,2,1,1,2E_3,2,1,NA,4,NA,NA
10/9/17,1,2,2,1,2E_3,2,0,0,4,NA,NA
10/11/17,1,2,3,1,2E_3,2,0,0,4,NA,NA
8/15/17,1,3,1,2,2F,2,NA,NA,4,NA,NA
9/28/17,1,2,1,2,2F_2,2,7,28828,4,NA,NA
9/30/17,1,2,2,2,2F_2,2,10,36926,4,NA,NA
10/7/17,RH1,2,1,2,2F_3,2,0,0,4,NA,NA
10/9/17,1,2,2,2,2F_3,2,8,32974,4,NA,NA
10/11/17,1,2,3,2,2F_3,2,0,0,4,NA,NA
8/15/17,4,NA,1,8,2G,2,5,4591,4,NA,NA
8/17/17,1,NA,2,8,2G,2,9,18939,4,NA,NA
8/19/17,4,NA,3,8,2G,2,0,0,4,NA,NA
9/28/17,4,34,1,7,2G_2,2,0,0,4,NA,NA
9/30/17,4,2,2,7,2G_2,2,0,0,4,NA,NA
10/2/17,4,2,3,8,2G_2,2,0,0,4,NA,NA
10/7/17,RH4,3,1,7,2G_3,2,0,0,4,NA,NA
10/9/17,4,2,2,7,2G_3,2,0,0,4,NA,NA
10/11/17,4,2,3,7,2G_3,2,3,4721,4,NA,NA
8/15/17,4,NA,1,7,2H,2,1,1642,4,NA,NA
8/17/17,1,NA,2,7,2H,2,8,20763,4,NA,NA
8/19/17,4,NA,3,7,2H,2,1,2304,4,NA,NA
9/28/17,4,34,1,8,2H_2,2,2,1836,4,NA,NA
10/7/17,RH4,3,1,8,2H_3,2,3,5850,4,NA,NA
10/9/17,4,2,2,8,2H_3,2,0,0,4,NA,NA
10/11/17,4,2,3,8,2H_3,2,0,0,4,NA,NA
8/16/17,1,NA,1,1,2I,2,8,25746,4,NA,NA
9/29/17,1,12,1,1,2I_2,2,15,66413,4,NA,NA
10/1/17,1,1,2,1,2I_2,2,19,20674,4,NA,NA
10/3/17,1,1,3,1,2I_2,2,8,25752,4,NA,NA
10/8/17,1,1,1,1,2I_3,2,0,0,4,NA,NA
10/10/17,1,1,2,1,2I_3,2,0,0,4,NA,NA
10/12/17,1,1,3,1,2I_3,2,0,0,4,NA,NA
8/16/17,1,NA,1,2,2J,2,0,0,4,NA,NA
8/18/17,1,NA,2,2,2J,2,2,7804,4,NA,NA
8/20/17,1,1,3,2,2J,2,0,0,4,NA,NA
9/29/17,1,12,1,2,2J_2,2,2,2691,4,NA,NA
10/1/17,1,1,2,2,2J_2,2,0,0,4,NA,NA
10/3/17,1,1,3,2,2J_2,2,0,0,4,NA,NA
8/16/17,4,NA,1,7,2K,2,0,0,4,NA,NA
8/16/17,4,NA,1,8,2L,2,9,25189,4,NA,NA
8/18/17,4,NA,2,8,2L,2,3,3229,4,NA,NA
8/20/17,4,1,3,8,2L,2,0,0,4,NA,NA
9/29/17,4,1,1,7,2L_2,2,19,134640,4,NA,NA
10/1/17,4,1,2,7,2L_2,2,16,90047,4,NA,NA
10/3/17,4,1,3,7,2L_2,2,0,0,4,NA,NA
8/16/17,1,NA,1,1,2M,2,1,2471,4,NA,NA
8/18/17,1,NA,2,1,2M,2,0,0,4,NA,NA
8/20/17,1,2,3,1,2M,2,0,0,4,NA,NA
9/29/17,4,1,1,8,2M_2,2,0,0,4,NA,NA
10/1/17,4,1,2,8,2M_2,2,0,0,4,NA,NA
10/3/17,4,1,3,8,2M_2,2,0,0,4,NA,NA
8/16/17,1,NA,1,2,2N,2,4,4569,4,NA,NA
8/18/17,1,NA,2,2,2N,2,0,0,4,NA,NA
8/20/17,1,2,3,2,2N,2,0,0,4,NA,NA
9/29/17,1,3,1,1,2N_2,2,4,4468,4,NA,NA
10/1/17,1,2,2,1,2N_2,2,8,12582,4,NA,NA
10/3/17,1,2,3,1,2N_2,2,20,36050,4,NA,NA
8/16/17,4,NA,1,7,2O,2,4,25602,4,NA,NA
8/18/17,4,NA,2,7,2O,2,1,598,4,NA,NA
8/20/17,4,2,3,7,2O,2,10,73516,4,NA,NA
9/29/17,1,3,1,2,2O_2,2,0,0,4,NA,NA
10/1/17,1,2,2,2,2O_2,2,0,0,4,NA,NA
8/16/17,4,NA,1,8,2P,2,0,0,4,NA,NA
8/18/17,4,NA,2,8,2P,2,0,0,4,NA,NA
8/20/17,4,2,3,8,2P,2,0,0,4,NA,NA
9/29/17,4,2,1,7,2P_2,2,0,0,4,NA,NA
10/1/17,4,2,2,7,2P_2,2,0,0,4,NA,NA
10/3/17,4,2,3,7,2P_2,2,0,0,4,NA,NA
8/15/17,2,NA,1,3,4A,4,7,14451,4,NA,NA
8/17/17,2,NA,2,3,4A,4,1,500,4,9,291
8/19/17,2,NA,3,3,4A,4,3,8301,4,NA,NA
9/28/17,2,1,1,3,4A_2,4,0,0,4,85,215
9/30/17,2,1,2,3,4A_2,4,6,10440,4,82,218
10/2/17,2,1,3,3,4A_2,4,13,12660,4,300,0
10/7/17,RH2,1,1,3,4A_3,4,0,0,4,105,195
10/9/17,2,1,2,3,4A_3,4,6,14846,4,14,286
10/11/17,2,1,3,3,4A_3,4,17,107562,4,4,296
8/15/17,2,NA,1,4,4B,4,6,6472,4,30,270
8/17/17,2,NA,2,4,4B,4,0,0,4,54,246
9/28/17,2,1,1,4,4B_2,4,1,719,4,142,158
9/30/17,2,1,2,4,4B_2,4,12,39852,4,14,286
10/2/17,2,1,3,4,4B_2,4,9,12436,4,300,0
10/7/17,RH2,1,1,4,4B_3,4,0,0,4,32,268
10/9/17,2,1,2,4,4B_3,4,3,5818,4,8,292
10/11/17,2,1,3,4,4B_3,4,1,3751,4,NA,NA
8/15/17,5,NA,1,9,4C,4,16,16644,4,28,272
8/19/17,5,NA,3,9,4C,4,24,61715,4,14,286
8/17/17,5,NA,2,9,4C,4,NA,NA,4,NA,NA
9/28/17,5,12,1,9,4C_2,4,2,1426,4,81,219
9/30/17,5,12,2,9,4C_2,4,10,8657,4,175,125
10/7/17,RH5,12,1,9,4C_3,4,0,0,4,152,148
10/9/17,5,1,2,9,4C_3,4,0,0,4,NA,NA
10/11/17,5,1,3,9,4C_3,4,0,0,4,294,6
8/15/17,5,NA,1,10,4D,4,9,17463,4,NA,NA
8/19/17,5,NA,3,10,4D,4,5,22926,4,17,283
8/17/17,5,NA,2,10,4D,4,NA,NA,4,38,262
9/28/17,5,12,1,10,4D_2,4,6,26220,4,NA,NA
9/30/17,5,12,2,10,4D_2,4,10,42633,4,NA,NA
10/2/17,5,1,3,10,4D_2,4,7,13173,4,NA,NA
10/7/17,RH5,12,1,10,4D_3,4,7,18914,4,8,292
10/9/17,5,1,2,10,4D_3,4,16,124685,4,NA,NA
10/11/17,5,1,3,10,4D_3,4,5,5806,4,NA,NA
8/15/17,2,NA,1,3,4E,4,12,35908,4,219,81
9/30/17,2,NA,2,3,4E_2,4,10,17698,4,11,289
9/28/17,2,2,1,3,4E_2,4,0,0,4,14,286
10/2/17,2,2,3,3,4E_2,4,8,18562,4,240,60
10/7/17,RH2,2,1,3,4E_3,4,1,983,4,35,265
8/15/17,2,NA,1,4,4F,4,17,34332,4,31,269
8/17/17,2,NA,2,4,4F,4,1,702,4,31,269
9/30/17,2,NA,2,4,4F_2,4,11,17597,4,35,265
9/28/17,2,2,1,4,4F_2,4,0,0,4,85,215
10/7/17,RH2,2,1,4,4F_3,4,5,8810,4,11,289
10/9/17,2,2,2,4,4F_3,4,7,18850,4,NA,NA
10/11/17,2,2,3,4,4F_3,4,0,0,4,NA,NA
9/28/17,5,34,1,9,4G_2,4,0,0,4,14,286
9/30/17,5,3,2,9,4G_2,4,4,3730,4,4,296
10/2/17,5,2,3,9,4G_2,4,0,0,4,300,0
10/7/17,RH5,34,1,9,4G_3,4,0,0,4,18,282
10/9/17,5,2,2,9,4G_3,4,0,0,4,NA,NA
10/11/17,5,2,3,9,4G_3,4,1,835,4,NA,NA
9/28/17,5,34,1,10,4H_2,4,0,0,4,82,218
9/30/17,5,3,2,10,4H_2,4,0,0,4,102,198
10/2/17,5,2,3,10,4H_2,4,0,0,4,180,120
10/7/17,RH5,34,1,10,4H_3,4,9,13404,4,93,207
10/9/17,5,2,2,10,4H_3,4,1,854,4,6,294
10/11/17,5,2,3,10,4H_3,4,0,0,4,3,297
8/16/17,2,NA,1,3,4I,4,2,2509,4,274,26
9/29/17,2,1,1,2,4I_2,4,1,1039,4,NA,NA
10/1/17,2,1,2,3,4I_2,4,0,0,4,300,0
10/8/17,2,1,1,3,4I_3,4,0,0,4,NA,NA
10/10/17,2,1,2,3,4I_3,4,4,3944,4,NA,NA
8/16/17,5,NA,1,10,4J,4,9,33073,4,5,295
8/18/17,5,NA,2,10,4J,4,12,29584,4,NA,NA
8/20/17,5,12,3,10,4J,4,0,0,4,NA,NA
9/29/17,2,2,1,3,4J_2,4,4,7100,4,149,151
10/8/17,2,1,1,4,4J_3,4,0,0,4,300,0
10/10/17,2,1,2,4,4J_3,4,2,4428,4,288,12
8/16/17,2,NA,1,4,4K,4,2,3358,4,6,294
8/18/17,2,NA,2,4,4K,4,1,1714,4,6,294
8/20/17,2,1,3,4,4K,4,3,4759,4,3,297
9/29/17,5,1,1,9,4K_2,4,6,11848,4,300,0
8/16/17,5,NA,1,9,4L,4,15,68221,4,NA,NA
8/18/17,5,NA,2,9,4L,4,13,124455,4,300,0
9/29/17,5,1,1,10,4L_2,4,2,2970,4,300,0
8/16/17,2,NA,1,3,4M,4,0,0,4,20,280
9/29/17,2,1,1,3,4M_2,4,2,2630,4,140,160
10/1/17,2,2,2,3,4M_2,4,8,36251,4,13,287
10/3/17,2,1,3,3,4M_2,4,4,5298,4,300,0
8/16/17,2,NA,1,4,4N,4,11,55142,4,53,247
8/18/17,2,NA,2,4,4N,4,19,34909,4,10,290
8/20/17,2,2,3,4,4N,4,0,0,4,5,295
8/16/17,5,NA,1,9,4O,4,0,0,4,300,0
9/29/17,2,2,1,4,4O_2,4,7,11899,4,37,263
10/1/17,2,2,2,4,4O_2,4,24,20179,4,10,290
10/3/17,2,1,3,4,4O_2,4,38,78328,4,300,0
8/16/17,5,NA,1,10,4P,4,1,893,4,31,269
9/29/17,5,2,1,9,4P_2,4,11,32608,4,300,0
10/1/17,5,1,2,9,4P_2,4,14,38164,4,300,0
10/3/17,5,12,3,9,4P_2,4,8,16448,4,NA,NA
10/7/17,RH3,1,1,5,8A_3,8,7,4760,4,2,298
10/9/17,3,1,2,5,8A_3,8,15,21267,4,5,295
10/11/17,3,1,3,5,8A_3,8,30,58372,4,2,298
8/15/17,3,NA,1,5,8B,8,7,6192,4,3,297
9/28/17,3,1,1,6,8B_2,8,0,0,4,94,206
10/7/17,RH3,1,1,6,8B_3,8,7,4655,4,5,295
10/9/17,3,1,2,6,8B_3,8,22,28922,4,6,294
10/11/17,3,1,3,6,8B_3,8,23,17303,4,2,298
9/28/17,6,1,1,11,8C_2,8,5,4601,4,9,291
10/7/17,RH6,1,1,11,8C_3,8,0,0,4,7,293
10/9/17,6,1,2,11,8C_3,8,1,923,4,3,297
10/11/17,6,1,3,11,8C_3,8,2,5718,4,5,295
8/17/17,3,NA,2,6,8D,8,2,2183,4,3,297
8/15/17,3,NA,1,6,8D,8,3,8918,4,8,292
9/28/17,6,1,1,12,8D_2,8,14,36538,4,20,280
10/7/17,RH6,1,1,12,8D_3,8,0,0,4,8,292
8/15/17,6,NA,1,11,8E,8,1,2507,4,2,298
8/19/17,6,NA,3,11,8E,8,4,15681,4,4,296
8/17/17,6,NA,2,11,8E,8,NA,NA,4,NA,NA
9/28/17,3,2,1,5,8E_2,8,5,9098,4,9,291
9/30/17,3,1,2,5,8E_2,8,24,59813,4,11,289
10/2/17,3,1,3,7,8E_2,8,26,60476,4,3,297
10/7/17,RH3,2,1,5,8E_3,8,1,6300,4,26,274
10/9/17,3,2,2,5,8E_3,8,17,44906,4,10,290
8/15/17,3,NA,1,6,8F,8,4,9357,4,7,293
8/17/17,3,NA,2,6,8F,8,4,3505,4,4,296
8/19/17,3,NA,3,6,8F,8,0,0,4,4,296
9/28/17,3,2,1,6,8F_2,8,16,23998,4,6,294
9/30/17,3,1,2,6,8F_2,8,28,47910,4,3,297
8/15/17,6,NA,1,12,8G,8,0,0,4,3,297
8/19/17,6,NA,3,12,8G,8,2,2264,4,5,295
8/17/17,6,NA,2,12,8G,8,NA,NA,4,NA,NA
9/28/17,6,2,1,11,8G_2,8,6,5961,4,11,289
9/30/17,6,1,2,11,8G_2,8,3,4677,4,3,297
10/7/17,RH6,2,1,11,8G_3,8,7,5228,4,5,295
10/9/17,6,1,2,11,8G_3,8,11,13124,4,4,296
10/11/17,6,2,3,12,8G_3,8,5,6756,4,2,298
9/28/17,6,2,1,12,8H_2,8,3,8023,4,11,289
9/30/17,6,1,2,12,8H_2,8,28,80562,4,44,256
10/7/17,RH6,2,1,12,8H_3,8,0,0,4,9,291
10/9/17,6,2,2,12,8H_3,8,1,726,4,4,296
10/11/17,6,2,3,11,8H_3,8,0,0,4,3,297
8/16/17,3,NA,1,6,8I,8,0,0,4,6,294
9/29/17,3,1,1,5,8I_2,8,21,45706,4,300,0
10/1/17,3,1,2,5,8I_2,8,22,76964,4,4,296
10/8/17,3,1,1,5,8I_3,8,0,0,4,6,294
10/10/17,3,1,2,5,8I_3,8,0,0,4,3,297
10/12/17,3,1,3,5,8I_3,8,0,0,4,2,298
8/16/17,3,NA,1,5,8J,8,0,0,4,7,293
9/29/17,3,1,1,6,8J_2,8,1,1288,4,7,293
10/8/17,3,1,1,6,8J_3,8,1,585,4,7,293
10/10/17,3,1,2,6,8J_3,8,11,21360,4,6,294
10/12/17,3,1,3,6,8J_3,8,7,6064,4,5,295
8/16/17,6,NA,1,11,8K,8,0,0,4,7,293
8/18/17,6,NA,2,11,8K,8,6,12764,4,5,295
9/29/17,6,1,1,11,8K_2,8,0,0,4,5,295
10/1/17,6,1,2,11,8K_2,8,NA,NA,4,2,298
10/3/17,6,1,3,11,8K_2,8,1,508,4,3,297
10/8/17,6,1,1,11,8K_3,8,0,0,4,24,276
8/16/17,6,NA,1,12,8L,8,1,935,4,10,290
8/18/17,6,NA,2,12,8L,8,24,28337,4,7,293
8/20/17,6,1,3,12,8L,8,36,76919,4,3,297
9/29/17,6,1,1,12,8L_2,8,6,7885,4,5,295
10/1/17,6,1,2,12,8L_2,8,NA,NA,4,3,297
10/8/17,6,1,1,12,8L_3,8,1,695,4,74,226
10/10/17,6,1,2,12,8L_3,8,3,2357,4,35,265
10/12/17,6,1,3,12,8L_3,8,0,0,4,16,284
9/29/17,3,2,1,5,8M_2,8,7,1,4,7,293
10/1/17,3,2,2,5,8M_2,8,17,13003,4,3,297
10/3/17,3,1,3,5,8M_2,8,27,37081,4,3,297
9/29/17,3,2,1,6,8N_2,8,2,1589,4,5,295
10/1/17,3,2,2,6,8N_2,8,6,4233,4,4,296
10/3/17,3,1,3,6,8N_2,8,9,24859,4,2,298
8/16/17,3,NA,1,5,8O,8,1,2499,4,5,295
8/18/17,3,NA,2,5,8O,8,21,48429,4,112,188
8/20/17,3,1,3,5,8O,8,38,60598,4,4,296
9/29/17,6,2,1,11,8O_2,8,6,5434,4,7,293
10/1/17,6,2,2,11,8O_2,8,34,50342,4,3,297
10/3/17,6,2,3,11,8O_2,8,44,66265,4,3,297
8/16/17,3,NA,1,6,8P,8,0,0,4,6,294
9/29/17,6,2,1,12,8P_2,8,1,1130,4,13,287
10/1/17,6,2,2,12,8P_2,8,0,0,4,8,292
10/3/17,6,2,3,12,8P_2,8,0,0,4,3,297
8/15/17,1,NA,1,1,2A,2,3,9454,5,NA,NA
8/17/17,1,NA,2,1,2A,2,4,6361,5,NA,NA
9/30/17,1,NA,2,1,2A_2,2,1,1415,5,NA,NA
9/28/17,1,1,1,1,2A_2,2,1,915,5,NA,NA
10/2/17,1,1,3,1,2A_2,2,0,0,5,NA,NA
10/7/17,RH1,1,1,1,2A_3,2,0,0,5,NA,NA
10/9/17,1,1,2,1,2A_3,2,0,0,5,NA,NA
10/11/17,1,1,3,1,2A_3,2,25,118401,5,NA,NA
8/15/17,1,NA,1,2,2B,2,0,0,5,NA,NA
8/17/17,1,NA,2,2,2B,2,0,0,5,NA,NA
8/19/17,1,NA,3,2,2B,2,0,0,5,NA,NA
9/30/17,1,NA,2,2,2B_2,2,2,21168,5,NA,NA
9/28/17,1,1,1,2,2B_2,2,12,35665,5,NA,NA
10/2/17,1,1,3,2,2B_2,2,2,6267,5,NA,NA
10/7/17,RH1,1,1,2,2B_3,2,11,44366,5,NA,NA
10/9/17,1,1,2,2,2B_3,2,4,10202,5,NA,NA
10/11/17,1,1,3,2,2B_3,2,11,34044,5,NA,NA
8/15/17,4,NA,1,7,2C,2,1,606,5,NA,NA
8/17/17,4,NA,2,7,2C,2,NA,NA,5,NA,NA
8/19/17,4,NA,3,7,2C,2,2,1391,5,NA,NA
9/28/17,4,12,1,7,2C_2,2,0,0,5,NA,NA
9/30/17,4,1,2,7,2C_2,2,0,0,5,NA,NA
10/2/17,4,1,3,8,2C_2,2,0,0,5,NA,NA
10/7/17,RH4,12,1,7,2C_3,2,0,0,5,NA,NA
10/9/17,4,1,2,7,2C_3,2,0,0,5,NA,NA
10/11/17,4,1,3,7,2C_3,2,0,0,5,NA,NA
8/15/17,4,NA,1,8,2D,2,19,51555,5,NA,NA
8/19/17,4,NA,3,8,2D,2,0,0,5,NA,NA
8/17/17,4,NA,2,8,2D,2,NA,NA,5,NA,NA
9/28/17,4,12,1,8,2D_2,2,0,0,5,NA,NA
9/30/17,4,1,2,8,2D_2,2,22,88983,5,NA,NA
10/2/17,4,1,3,7,2D_2,2,2,10941,5,NA,NA
10/7/17,RH4,12,1,8,2D_3,2,0,0,5,NA,NA
10/9/17,4,1,2,8,2D_3,2,0,0,5,NA,NA
10/11/17,4,1,3,8,2D_3,2,0,0,5,NA,NA
8/15/17,1,NA,1,1,2E,2,NA,NA,5,NA,NA
9/28/17,1,2,1,1,2E_2,2,9,13254,5,NA,NA
9/30/17,1,2,2,1,2E_2,2,0,0,5,NA,NA
10/7/17,RH1,2,1,1,2E_3,2,1,NA,5,NA,NA
10/9/17,1,2,2,1,2E_3,2,0,0,5,NA,NA
10/11/17,1,2,3,1,2E_3,2,0,0,5,NA,NA
8/15/17,1,3,1,2,2F,2,NA,NA,5,NA,NA
9/28/17,1,2,1,2,2F_2,2,7,28828,5,NA,NA
9/30/17,1,2,2,2,2F_2,2,10,36926,5,NA,NA
10/7/17,RH1,2,1,2,2F_3,2,0,0,5,NA,NA
10/9/17,1,2,2,2,2F_3,2,8,32974,5,NA,NA
10/11/17,1,2,3,2,2F_3,2,0,0,5,NA,NA
8/15/17,4,NA,1,8,2G,2,5,4591,5,NA,NA
8/17/17,1,NA,2,8,2G,2,9,18939,5,NA,NA
8/19/17,4,NA,3,8,2G,2,0,0,5,NA,NA
9/28/17,4,34,1,7,2G_2,2,0,0,5,NA,NA
9/30/17,4,2,2,7,2G_2,2,0,0,5,NA,NA
10/2/17,4,2,3,8,2G_2,2,0,0,5,NA,NA
10/7/17,RH4,3,1,7,2G_3,2,0,0,5,NA,NA
10/9/17,4,2,2,7,2G_3,2,0,0,5,NA,NA
10/11/17,4,2,3,7,2G_3,2,3,4721,5,NA,NA
8/15/17,4,NA,1,7,2H,2,1,1642,5,NA,NA
8/17/17,1,NA,2,7,2H,2,8,20763,5,NA,NA
8/19/17,4,NA,3,7,2H,2,1,2304,5,NA,NA
9/28/17,4,34,1,8,2H_2,2,2,1836,5,NA,NA
10/7/17,RH4,3,1,8,2H_3,2,3,5850,5,NA,NA
10/9/17,4,2,2,8,2H_3,2,0,0,5,NA,NA
10/11/17,4,2,3,8,2H_3,2,0,0,5,NA,NA
8/16/17,1,NA,1,1,2I,2,8,25746,5,NA,NA
9/29/17,1,12,1,1,2I_2,2,15,66413,5,NA,NA
10/1/17,1,1,2,1,2I_2,2,19,20674,5,NA,NA
10/3/17,1,1,3,1,2I_2,2,8,25752,5,NA,NA
10/8/17,1,1,1,1,2I_3,2,0,0,5,NA,NA
10/10/17,1,1,2,1,2I_3,2,0,0,5,NA,NA
10/12/17,1,1,3,1,2I_3,2,0,0,5,NA,NA
8/16/17,1,NA,1,2,2J,2,0,0,5,NA,NA
8/18/17,1,NA,2,2,2J,2,2,7804,5,NA,NA
8/20/17,1,1,3,2,2J,2,0,0,5,NA,NA
9/29/17,1,12,1,2,2J_2,2,2,2691,5,NA,NA
10/1/17,1,1,2,2,2J_2,2,0,0,5,NA,NA
10/3/17,1,1,3,2,2J_2,2,0,0,5,NA,NA
8/16/17,4,NA,1,7,2K,2,0,0,5,NA,NA
8/16/17,4,NA,1,8,2L,2,9,25189,5,NA,NA
8/18/17,4,NA,2,8,2L,2,3,3229,5,NA,NA
8/20/17,4,1,3,8,2L,2,0,0,5,NA,NA
9/29/17,4,1,1,7,2L_2,2,19,134640,5,NA,NA
10/1/17,4,1,2,7,2L_2,2,16,90047,5,NA,NA
10/3/17,4,1,3,7,2L_2,2,0,0,5,NA,NA
8/16/17,1,NA,1,1,2M,2,1,2471,5,NA,NA
8/18/17,1,NA,2,1,2M,2,0,0,5,NA,NA
8/20/17,1,2,3,1,2M,2,0,0,5,NA,NA
9/29/17,4,1,1,8,2M_2,2,0,0,5,NA,NA
10/1/17,4,1,2,8,2M_2,2,0,0,5,NA,NA
10/3/17,4,1,3,8,2M_2,2,0,0,5,NA,NA
8/16/17,1,NA,1,2,2N,2,4,4569,5,NA,NA
8/18/17,1,NA,2,2,2N,2,0,0,5,NA,NA
8/20/17,1,2,3,2,2N,2,0,0,5,NA,NA
9/29/17,1,3,1,1,2N_2,2,4,4468,5,NA,NA
10/1/17,1,2,2,1,2N_2,2,8,12582,5,NA,NA
10/3/17,1,2,3,1,2N_2,2,20,36050,5,NA,NA
8/16/17,4,NA,1,7,2O,2,4,25602,5,NA,NA
8/18/17,4,NA,2,7,2O,2,1,598,5,NA,NA
8/20/17,4,2,3,7,2O,2,10,73516,5,NA,NA
9/29/17,1,3,1,2,2O_2,2,0,0,5,NA,NA
10/1/17,1,2,2,2,2O_2,2,0,0,5,NA,NA
8/16/17,4,NA,1,8,2P,2,0,0,5,NA,NA
8/18/17,4,NA,2,8,2P,2,0,0,5,NA,NA
8/20/17,4,2,3,8,2P,2,0,0,5,NA,NA
9/29/17,4,2,1,7,2P_2,2,0,0,5,NA,NA
10/1/17,4,2,2,7,2P_2,2,0,0,5,NA,NA
10/3/17,4,2,3,7,2P_2,2,0,0,5,NA,NA
8/15/17,2,NA,1,3,4A,4,7,14451,5,NA,NA
8/17/17,2,NA,2,3,4A,4,1,500,5,NA,NA
8/19/17,2,NA,3,3,4A,4,3,8301,5,NA,NA
9/28/17,2,1,1,3,4A_2,4,0,0,5,NA,NA
9/30/17,2,1,2,3,4A_2,4,6,10440,5,NA,NA
10/2/17,2,1,3,3,4A_2,4,13,12660,5,NA,NA
10/7/17,RH2,1,1,3,4A_3,4,0,0,5,NA,NA
10/9/17,2,1,2,3,4A_3,4,6,14846,5,NA,NA
10/11/17,2,1,3,3,4A_3,4,17,107562,5,NA,NA
8/15/17,2,NA,1,4,4B,4,6,6472,5,NA,NA
8/17/17,2,NA,2,4,4B,4,0,0,5,NA,NA
9/28/17,2,1,1,4,4B_2,4,1,719,5,NA,NA
9/30/17,2,1,2,4,4B_2,4,12,39852,5,NA,NA
10/2/17,2,1,3,4,4B_2,4,9,12436,5,NA,NA
10/7/17,RH2,1,1,4,4B_3,4,0,0,5,NA,NA
10/9/17,2,1,2,4,4B_3,4,3,5818,5,NA,NA
10/11/17,2,1,3,4,4B_3,4,1,3751,5,NA,NA
8/15/17,5,NA,1,9,4C,4,16,16644,5,NA,NA
8/19/17,5,NA,3,9,4C,4,24,61715,5,NA,NA
8/17/17,5,NA,2,9,4C,4,NA,NA,5,NA,NA
9/28/17,5,12,1,9,4C_2,4,2,1426,5,NA,NA
9/30/17,5,12,2,9,4C_2,4,10,8657,5,NA,NA
10/7/17,RH5,12,1,9,4C_3,4,0,0,5,NA,NA
10/9/17,5,1,2,9,4C_3,4,0,0,5,NA,NA
10/11/17,5,1,3,9,4C_3,4,0,0,5,NA,NA
8/15/17,5,NA,1,10,4D,4,9,17463,5,NA,NA
8/19/17,5,NA,3,10,4D,4,5,22926,5,NA,NA
8/17/17,5,NA,2,10,4D,4,NA,NA,5,NA,NA
9/28/17,5,12,1,10,4D_2,4,6,26220,5,NA,NA
9/30/17,5,12,2,10,4D_2,4,10,42633,5,NA,NA
10/2/17,5,1,3,10,4D_2,4,7,13173,5,NA,NA
10/7/17,RH5,12,1,10,4D_3,4,7,18914,5,NA,NA
10/9/17,5,1,2,10,4D_3,4,16,124685,5,NA,NA
10/11/17,5,1,3,10,4D_3,4,5,5806,5,NA,NA
8/15/17,2,NA,1,3,4E,4,12,35908,5,NA,NA
9/30/17,2,NA,2,3,4E_2,4,10,17698,5,NA,NA
9/28/17,2,2,1,3,4E_2,4,0,0,5,NA,NA
10/2/17,2,2,3,3,4E_2,4,8,18562,5,NA,NA
10/7/17,RH2,2,1,3,4E_3,4,1,983,5,NA,NA
8/15/17,2,NA,1,4,4F,4,17,34332,5,NA,NA
8/17/17,2,NA,2,4,4F,4,1,702,5,NA,NA
9/30/17,2,NA,2,4,4F_2,4,11,17597,5,NA,NA
9/28/17,2,2,1,4,4F_2,4,0,0,5,NA,NA
10/7/17,RH2,2,1,4,4F_3,4,5,8810,5,NA,NA
10/9/17,2,2,2,4,4F_3,4,7,18850,5,NA,NA
10/11/17,2,2,3,4,4F_3,4,0,0,5,NA,NA
9/28/17,5,34,1,9,4G_2,4,0,0,5,NA,NA
9/30/17,5,3,2,9,4G_2,4,4,3730,5,NA,NA
10/2/17,5,2,3,9,4G_2,4,0,0,5,NA,NA
10/7/17,RH5,34,1,9,4G_3,4,0,0,5,NA,NA
10/9/17,5,2,2,9,4G_3,4,0,0,5,NA,NA
10/11/17,5,2,3,9,4G_3,4,1,835,5,NA,NA
9/28/17,5,34,1,10,4H_2,4,0,0,5,139,161
9/30/17,5,3,2,10,4H_2,4,0,0,5,NA,NA
10/2/17,5,2,3,10,4H_2,4,0,0,5,NA,NA
10/7/17,RH5,34,1,10,4H_3,4,9,13404,5,NA,NA
10/9/17,5,2,2,10,4H_3,4,1,854,5,NA,NA
10/11/17,5,2,3,10,4H_3,4,0,0,5,NA,NA
8/16/17,2,NA,1,3,4I,4,2,2509,5,NA,NA
9/29/17,2,1,1,2,4I_2,4,1,1039,5,NA,NA
10/1/17,2,1,2,3,4I_2,4,0,0,5,NA,NA
10/8/17,2,1,1,3,4I_3,4,0,0,5,NA,NA
10/10/17,2,1,2,3,4I_3,4,4,3944,5,NA,NA
8/16/17,5,NA,1,10,4J,4,9,33073,5,NA,NA
8/18/17,5,NA,2,10,4J,4,12,29584,5,NA,NA
8/20/17,5,12,3,10,4J,4,0,0,5,NA,NA
