Date,Video Folder,Video #,Trial,Tank,Group,Novel Food,Novel Start,novel_bite1,novel_bite2,novel_bite3,novel_bite4,novel_bite5,novel_bite6,novel_bite7,novel_bite8,Drop,Drop-30Secs,Start Activity,activity_numchases,activity_timechases,novel_numchases,novel_timechases,,Done?,,,,,,,,,
10/2/17,RH4,1,3,7,2C_2,Plastic,30:15:00,35,225,,,,,,,10:54,10:24,5:24,0,0,12,11962,,1,,,,,,,,,
10/2/17,RH4,1,3,8,2D_2,Plastic,30:05:00,6,300,,,,,,,10:54,10:24,5:24,7,21452,32,72879,,1,,,,,,,,,
10/2/17,RH4,2,3,7,2G_2,Plastic,25:11:00,3,29,,,,,,,8:42,8:12,3:12,0,0,0,0,,1,,,,,,,,,
10/3/17,RH4,1,3,7,2L_2,Plastic,28:47:00,2,300,,,,,,,9:23,8:53,3:53,26,172716,0,0,,1,,,,,,,,,
10/3/17,RH4,1,3,8,2M_2,Plastic,28:17:00,3,26,,,,,,,9:23,8:53,3:53,0,0,0,0,,1,,,,,,,,,
10/3/17,RH4,2,3,7,2P_2,Plastic,27:49:00,7,21,,,,,,,10:12,9:42,4:42,0,0,0,0,,1,,,,,,,,,
10/7/17,RH4,3,1,7,2G_3,Brine,28:54:00,21,29,,,,,,,11:16,10:46,5:46,0,0,0,0,,1,,,,,,,,,
10/7/17,RH4,3,1,8,2H_3,Brine,28:34:00,36,300,,,,,,,11:16,10:46,5:46,0,0,6,13554,,1,,,,,,,,,
10/7/17,RH4,"1,2",1,7,2C_3,Brine,34:26:00,9,143,,,,,,,12:16,11:46,6:46,0,0,0,0,,1,,,,,,,,,
10/7/17,RH4,"1,2",1,8,2D_3,Brine,33:56:00,300,300,,,,,,,12:16,11:46,6:46,0,0,0,0,,1,,,,,,,,,
10/9/17,RH4,1,2,7,2C_3,Bead,28:17:00,79,118,,,,,,,10:08,9:38,4:38,0,0,0,0,,1,,,,,,,,,
10/9/17,RH4,1,2,8,2D_3,Bead,27:51:00,300,300,,,,,,,10:08,9:38,4:38,0,0,0,0,,1,,,,,,,,,
10/9/17,RH4,2,2,7,2G_3,Bead,28:03:00,9,300,,,,,,,10:07,9:37,4:37,0,0,4,2798,,1,,,,,,,,,
10/9/17,RH4,2,2,8,2H_3,Bead,27:45:00,10,300,,,,,,,10:07,9:37,4:37,14,26258,21,35745,,1,,,,,,,,,
10/11/17,RH4,1,3,7,2C_3,Plastic,29:34:00,46,87,,,,,,,9:50,9:20,4:20,0,0,0,0,,1,,,,,,,,,
10/11/17,RH4,1,3,8,2D_3,Plastic,29:07:00,300,300,,,,,,,9:50,9:20,4:20,0,0,0,0,,1,,,,,,,,,
10/11/17,RH4,2,3,7,2G_3,Plastic,27:34:00,9,96,,,,,,,9:33,9:03,4:03,0,0,6,5250,,1,,,,,,,,,
10/11/17,RH4,2,3,8,2H_3,Plastic,27:44:00,8,14,,,,,,,9:33,9:03,4:03,0,0,2,2193,,1,,,,,,,,,
8/15/17,RH4 81517,3,1,8,2G,Brine,29:52:00,3,44,,,,,,,9:31,9:01,4:01,0,0,0,0,,1,,,,,,,,,
8/15/17,RH4 81517,3,1,7,2H,Brine,31:47:00,2,51,,,,,,,9:31,9:01,4:01,0,0,6,25197,drop never falls-time is for tank 8 next door,1,,,,,,,,,
8/15/17,RH4 81517,"1,2",1,7,2C,Brine,35:42:00,14,69,,,,,,,12:48,12:18,7:18,0,0,2,1384,,1,,,,,,,,,
8/15/17,RH4 81517,"1,2",1,8,2D,Brine,36:13:00,12,19,,,,,,,12:48,12:18,7:18,9,30535,2,4376,,1,,,,,,,,,
8/16/17,RH4 81617,"1,2",1,7,2K,Brine,29:38:00,23,100,,,,,,,10:45,10:15,5:15,0,0,0,0,,1,,,,,,,,,
8/16/17,RH4 81617,"1,2",1,8,2L,Brine,30:08:00,5,12,,,,,,,10:45,10:15,5:15,0,0,11,21708,,1,,,,,,,,,
8/16/17,RH4 81617,"3,4",1,7,2O,Brine,18:59,12,300,,,,,,,doesn't happen,NA,NA,NA,NA,20,98036,Does the drop happen in these videos?---BUT DO THE NOVEL FOOD,1,,,,,,,,,
8/16/17,RH4 81617,"3,4",1,8,2P,Brine,18:31,13,27,,,,,,,doesn't happen,NA,NA,NA,NA,0,0,Does the drop happen in these videos---BUT DO THE NOVEL FOOD,1,,,,,,,,,
8/17/17,RH4 81717,"1,2,3,4,5,6,7,8,9,10,11,12",2,7,2C,Bead,No novel food,NA,NA,,,,,,,No video before drop,,,NA,NA,NA,NA,,1,,,,,,,,,
8/17/17,RH4 81717,"1,2,3,4,5,6,7,8,9,10,11,12",2,8,2D,Bead,No video post novel food,NA,NA,,,,,,,No video before drop ,,,NA,NA,NA,NA,,1,,,,,,,,,
8/18/17,RH5,1,2,10,4J,Bead,30:09:00,3,4,300,300,,,,,11:28,10:58,5:58,14,43867,27,46907,,1,,,,,,,,,
8/18/17,RH5,1,2,9,4L,Bead,29:30:00,2,65,300,300,,,,,11:28,10:58,5:58,23,201163,23,104585,,1,,,,,,,,,
8/19/17,RH5,1,3,9,4C,Plastic,31:46:00,5,9,300,300,,,,,10:40,10:20,5:20,26,82546,12,111709,,1,,,,,,,,,
8/19/17,RH5,1,3,10,4D,Plastic,31:02:00,9,39,77,138,,,,,10:40,10:20,5:20,33,84396,28,97628,,1,,,,,,,,,
8/20/17,RH5,"1,2",3,10,4J,Plastic,33:30:00,5,129,NA,300,,,,,14:34,14:04,9:04,0,0,11,36136,,1,,,,,,,,,
9/28/17,RH5,"1,2",1,9,4C_2,Brine,36:10:00,15,18,300,300,,,,,11:05,10:35,5:35,0,0,9,19939,,1,,,,,,,,,
9/28/17,RH5,"1,2",1,10,4D_2,Brine,35:22:00,3,7,25,300,,,,,11:05,10:35,5:35,12,31764,20,62825,,1,,,,,,,,,
9/28/17,RH5,"3,4",1,9,4G_2,Brine,28:08:00,10,300,300,300,,,,,9:31,9:01,4:01,2,3982,1,597,,1,,,,,,,,,
9/28/17,RH5,"3,4",1,10,4H_2,Brine,28:46:00,5,125,151,289,,,,,9:31,9:01,4:01,0,0,0,0,,1,,,,,,,,,
9/29/17,RH5,1,1,9,4K_2,Brine,30:16:00,15,17,40,300,,,,,9:51,9:21,4:21,0,0,31,81788,,1,,,,,,,,,
9/29/17,RH5,1,1,10,4L_2,Brine,30:41:00,4,21,300,300,,,,,9:51,9:21,4:21,1,927,0,0,,1,,,,,,,,,
9/29/17,RH5,2,1,9,4P_2,Brine,28:50:00,11,16,22,300,,,,,9:59,9:29,4:29,0,0,14,23972,,1,,,,,,,,,
9/30/17,RH5,3,2,9,4G_2,Bead,29:47:00,3,23,40,300,,,,,9:19,8:49,3:49,11,14617,7,5428,,1,,,,,,,,,
9/30/17,RH5,3,2,10,4H_2,Bead,30:29:00,5,157,278,NA,,,,,9:19,8:49,3:49,0,0,0,0,,1,,,,,,,,,
9/30/17,RH5,"1,2",2,9,4C_2,Bead,32:14:00,3,5,23,39,,,,,11:08,10:38,5:38,0,0,11,14130,,1,,,,,,,,,
9/30/17,RH5,"1,2",2,10,4D_2,Bead,31:23:00,4,52,300,300,,,,,11:08,10:38,5:38,19,98903,23,81861,,1,,,,,,,,,
10/1/17,RH5,1,2,9,4P_2,Bead,30:57:00,3,49,212,300,,,,,11:41,11:11,6:11,4,6339,7,16084,,1,,,,,,,,,
10/2/17,RH5,1,3,10,4D_2,Plastic,29:18:00,2,4,8,NA,,,,,10:17,9:47,4:47,20,138314,22,71662,,1,,,,,,,,,
10/2/17,RH5,2,3,9,4G_2,Plastic,26:07:00,7,9,300,300,,,,,9:12,8:42,3:42,8,14018,16,44287,,1,,,,,,,,,
10/2/17,RH5,2,3,10,4H_2,Plastic,26:53:00,2,19,109,300,,,,,9:12,8:42,3:42,0,0,0,0,,1,,,,,,,,,
10/3/17,RH5,"1,2",3,9,4P_2,Plastic,27:33:00,4,6,300,300,,,,,10:18,9:48,4:48,0,0,2,837,,1,,,,,,,,,
10/7/17,RH5,"1,2",1,9,4C_3,Brine,33:55:00,4,6,13,77,,,,,13:29,12:59,7:59,1,829,0,0,,1,drop is at 14:08 but we fuss with the camera so I scored from beofre the camera fussing instead (13:29),,,,,,,,
10/7/17,RH5,"1,2",1,10,4D_3,Brine,33:16:00,5,13,300,300,,,,,No activty ,No activtiy ,No activty ,NA,NA,19,52187,,1,No activity because camera is off,,,,,,,,
10/7/17,RH5,"3,4",1,9,4G_3,Brine,29:48:00,4,5,5,22,,,,,11:26,10:56,5:56,0,0,0,0,,1,,,,,,,,,
10/7/17,RH5,"3,4",1,10,4H_3,Brine,29:22:00,9,10,48,238,,,,,11:26,10:56,5:56,0,0,2,1103,,1,,,,,,,,,
10/9/17,RH5,1,2,9,4C_3,Bead,30:06:00,3,4,22,300,,,,,11:30,11:00,6:00,0,0,6,7007,,1,,,,,,,,,
10/9/17,RH5,1,2,10,4D_3,Bead,30:02:00,2,25,207,300,,,,,11:30,11:00,6:00,37,99120,12,36355,,1,,,,,,,,,
10/9/17,RH5,2,2,9,4G_3,Bead,27:57:00,80,300,300,300,,,,,10:22,9:52,4:52,0,0,0,0,,1,,,,,,,,,
10/9/17,RH5,2,2,10,4H_3,Bead,28:27:00,14,31,54,52,,,,,10:22,9:52,4:52,0,0,21,68323,,1,,,,,,,,,
10/11/17,RH5,1,3,9,4C_3,Plastic,28:01:00,3,5,6,13,,,,,9:47,9:17,4:17,0,0,2,1220,,1,,,,,,,,,
10/11/17,RH5,1,3,10,4D_3,Plastic,27:30:00,7,7,195,300,,,,,9:47,9:17,4:17,40,133372,22,41781,,1,,,,,,,,,
10/11/17,RH5,2,3,9,4G_3,Plastic,26:43:00,7,9,15,300,,,,,9:39,9:09,4:09,0,0,0,0,,1,,,,,,,,,
10/11/17,RH5,2,3,10,4H_3,Plastic,26:18:00,4,5,6,300,,,,,9:39,9:09,4:09,0,0,0,0,,1,,,,,,,,,
8/15/17,RH5 81517,"1,2",1,9,4C,Brine,31:14:00,4,6,16,300,,,,,9:30,9:00,4:00,22,56275,23,79235,,1,,,,,,,,,
8/15/17,RH5 81517,"1,2",1,10,4D,Brine,32:03:00,3,18,300,300,,,,,9:30,9:00,4:00,30,100257,31,107650,,1,,,,,,,,,
8/16/17,RH5 81617,1,1,10,4J,Brine,32:39:00,4,6,10,48,,,,,11:05,10:35,5:35,0,0,10,35609,,1,,,,,,,,,
8/16/17,RH5 81617,1,1,9,4L,Brine,31:58:00,3,4,5,82,,,,,11:05,10:35,5:35,24,123398,30,175668,,1,,,,,,,,,
8/16/17,RH5 81617,2,1,9,4O,Brine,27:28:00,18,127,300,300,,,,,11:08,10:38,5:38,1,303,1,1838,,1,,,,,,,,,
8/16/17,RH5 81617,2,1,10,4P,Brine,28:17:00,5,16,31,300,,,,,11:08,10:38,5:38,0,0,0,0,,1,,,,,,,,,
8/17/17,RH5 81717,"1,2,3,4,5,6,7,8",2,9,4C,Bead,No video post novel food,NA,NA,NA,NA,,,,,No video before drop,,,NA,NA,NA,NA,,1,,,,,,,,,
8/17/17,RH5 81717,"1,2,3,4,5,6,7,8",2,10,4D,Bead,No video post novel food,NA,NA,NA,NA,,,,,No video before drop,,,NA,NA,NA,NA,,1,,,,,,,,,
8/18/17,RH6,1,2,11,8K,Bead,32:14:00,5,26,NA,5,12,5,52,300,12:06*,11:36,6:36,10,11868,24,43763,,1,drop doesn't happen until 13:17 but the tank next to it happens earlier so that time is used,,,,,,,,
8/18/17,RH6,1,2,12,8L,Bead,31:29:00,35,8,9,97,129,66,265,300,12:06,11:36,6:36,0,0,36,48849,,1,,,,,,,,,
8/19/17,RH6,1,3,11,8E,Plastic,31:05:00,300,27,300,145,5,36,NA,50,11:21,10:51,5:51,35,71207,13,22354,,1,,,,,,,,,
8/19/17,RH6,1,3,12,8G,Plastic,30:23:00,7,300,4,6,3,9,20,158,11:21*,10:51,5:51,0,0,0,0,,1,drop of tank 11 time,,,,,,,,
8/20/17,RH6,1,3,12,8L,Plastic,33:25:00,138,271,300,300,300,300,300,300,14:59,14:29,9:29,16,20403,20,21114,,1,,,,,,,,,
9/28/17,RH6,1,1,11,8C_2,Brine,32:49:00,5,16,26,8,3,165,300,300,10:46,10:16,5:16,31,69860,29,47540,,1,,,,,,,,,
9/28/17,RH6,1,1,12,8D_2,Brine,32:04:00,17,300,2,2,46,20,19,NA,10:46,10:16,5:16,17,57820,30,88178,,1,,,,,,,,,
9/28/17,RH6,2,1,11,8G_2,Brine,29:01:00,1,5,35,9,300,4,11,46,9:03,8:33,3:33,0,0,33,77328,,1,,,,,,,,,
9/28/17,RH6,2,1,12,8H_2,Brine,29:52:00,4,11,184,13,142,155,300,300,9:03,8:33,3:33,2,3694,28,40897,,1,,,,,,,,,
9/29/17,RH6,1,1,11,8K_2,Brine,29:35:00,11,300,5,5,NA,24,103,4,9:16,8:46,3:46,0,0,23,40291,,1,,,,,,,,,
9/29/17,RH6,1,1,12,8L_2,Brine,28:56:00,5,7,10,10,21,36,300,300,9:16,8:46,3:46,1,666,8,13340,,1,,,,,,,,,
9/29/17,RH6,2,1,11,8O_2,Brine,27:53:00,2,6,1,40,45,5,95,300,9:32,9:02,4:02,33,69255,32,54273,,1,,,,,,,,,
9/29/17,RH6,2,1,12,8P_2,Brine,26:50:00,23,15,37,9,7,106,36,300,9:32,9:02,4:02,0,0,0,0,,1,,,,,,,,,
9/30/17,RH6,1,2,11,8G_2,Bead,31:13:00,3,2,2,43,2,5,104,NA,11:41,11:11,6:11,47,136157,31,51564,,1,,,,,,,,,
9/30/17,RH6,1,2,12,8H_2,Bead,30:27:00,1,4,6,5,300,300,300,NA,11:41,11:11:00,6:11,15,21543,30,61505,,1,,,,,,,,,
10/1/17,RH6,1,2,11,8K_2,Bead,31:42:00,21,82,148,NA,300,300,300,300,12:33,12:03,7:03,1,366,9,7580,,1,,,,,,,,,
10/1/17,RH6,1,2,12,8L_2,Bead,30:54:00,23,23,11,76,300,7,134,300,12:33,12:03,7:03,1,1000,0,0,,1,,,,,,,,,
10/1/17,RH6,2,2,11,8O_2,Bead,30:38:00,5,300,NA,5,21,NA,NA,NA,10:28,9:58,4:58,25,64186,79,87571,,1,,,,,,,,,
10/1/17,RH6,2,2,12,8P_2,Bead,29:55:00,7,8,13,29,147,300,300,NA,10:28,9:58,4:58,8,13826,8,6367,,1,,,,,,,,,
10/3/17,RH6,1,3,11,8K_2,Plastic,28:32:00,62,5,28,9,66,NA,5,12,10:43,10:13,5:13,0,0,0,0,,1,,,,,,,,,
10/3/17,RH6,2,3,11,8O_2,Plastic,27:32:00,4,NA,300,300,300,NA,NA,NA,10:13,9:43,4:43,21,28823,111,124304,,1,,,,,,,,,
10/3/17,RH6,2,3,12,8P_2,Plastic,26:59:00,12,7,300,NA,12,31,10,300,10:13,9:43,4:43,0,0,0,0,,1,,,,,,,,,
10/7/17,RH6,1,1,11,8C_3,Brine,33:30:00,10,5,3,7,30,43,19,300,14:15,13:45,8:45,0,0,0,0,,1,,,,,,,,,
10/7/17,RH6,1,1,12,8D_3,Brine,32:55:00,4,5,9,17,34,63,40,112,14:15,13:45,8:45,0,0,0,0,,1,,,,,,,,,
10/7/17,RH6,2,1,11,8G_3,Brine,28:29:00,3,4,7,3,10,300,300,3,11:04,10:34,5:34,0,0,25,23031,,1,,,,,,,,,
10/7/17,RH6,2,1,12,8H_3,Brine,27:57:00,300,13,13,5,300,7,7,39,11:04,10:34,5:34,0,0,0,0,,1,,,,,,,,,
10/8/17,RH6,1,1,11,8K_3,Brine,25:13:00,3,29,NA,9,NA,NA,NA,NA,9:25,8:55,3:55,0,0,13,21461,,1,,,,,,,,,
10/8/17,RH6,1,1,12,8L_3,Brine,25:50:00,1,1,140,26,28,40,63,NA,9:25,8:55,3:55,0,0,0,0,,1,,,,,,,,,
10/9/17,RH6,1,2,11,8C_3,Bead,30:26:00,10,3,3,6,9,59,65,72,12:19,11:49,6:59,1,272,18,20710,,1,,,,,,,,,
10/9/17,RH6,2,2,11,8G_3,Bead,27:24:00,2,2,3,4,11,NA,10,6,9:52,9:22,4:22,0,0,11,12672,,1,,,,,,,,,
10/9/17,RH6,2,2,12,8H_3,Bead,26:53:00,20,300,56,53,206,5,3,300,9:52,9:22,4:22,0,0,0,0,,1,,,,,,,,,
10/10/17,RH6,1,2,12,8L_3,Bead,25:52:00,300,142,300,111,300,NA,300,300,9:20,8:50,3:50,0,0,0,0,,1,,,,,,,,,
10/11/17,RH6,1,3,11,8C_3,Plastic,26:34:00,3,6,5,4,133,126,24,300,9:23,8:53,3:53,0,0,3,1879,,1,,,,,,,,,
10/11/17,RH6,2,3,11,8G_3,Plastic,25:39:00,6,7,11,7,7,4,300,7,9:22,8:52,3:52,0,0,16,10514,,1,,,,,,,,,
10/11/17,RH6,2,3,12,8H_3,Plastic,25:10:00,9,12,300,4,6,6,7,300,9:22,8:52,3:52,0,0,0,0,,1,,,,,,,,,
10/12/17,RH6,1,3,12,8L_3,Plastic,25:02:00,24,NA,25,NA,26,NA,NA,81,9:22,8:52,3:52,0,0,0,0,,1,,,,,,,,,
8/15/17,RH6 81517,1,1,11,8E,Brine,30:40:00,4,7,86,16,53,6,23,22,8:35,8:05,3:05,10,19808,22,75351,,1,,,,,,,,,
8/15/17,RH6 81517,1,1,12,8G,Brine,29:51:00,2,4,8,2,3,300,236,48,8:35,8:05,3:05,0,0,0,0,,1,,,,,,,,,
8/16/17,RH6 81617,1,1,11,8K,Brine,31:46:00,30,8,49,12,12,7,12,26,10:32,10:02,5:02,0,0,1,297,,1,,,,,,,,,
8/16/17,RH6 81617,1,1,12,8L,Brine,29:50:00,4,3,2,300,6,13,128,300,10:32,10:02,5:02,0,0,5,3019,,1,,,,,,,,,
8/17/17,RH6 81717,"1,2,3,4,5,6,7,8,9,10",2,11,8E,Bead,No video post novel food,NA,NA,NA,NA,NA,NA,NA,NA,No video before drop,,,NA,NA,NA,NA,,1,,,,,,,,,
8/17/17,RH6 81717,"1,2,3,4,5,6,7,8,9,10",2,12,8G,Bead,No video post novel food,NA,NA,NA,NA,NA,NA,NA,NA,No video before drop,,,NA,NA,NA,NA,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
