Date,Video Folder,Video #,Trial,Tank,Group,Novel Food,Leftover Food,Food Input,Proportion Eaten Food,Leftover Novel,Novel Input,Proportion Eaten Novel,Notes,,,,,,,,
8/19/17,RH6,1,3,12,8G,Plastic,3,16,0.8125,NA,16,NA,,,,,,,,,
10/11/17,RH6,2,3,11,8G_3,Plastic,0,16,1,NA,16,NA,,,,,,,,,
10/11/17,RH6,2,3,12,8H_3,Plastic,0,16,1,NA,16,NA,,,,,,,,,
10/12/17,RH3,1,3,5,8I_3,Plastic,8,16,0.5,NA,16,NA,,,,,,,,,
10/12/17,RH3,1,3,6,8J_3,Plastic,0,16,1,NA,16,NA,,,,,,,,,
10/3/17,RH6,1,3,11,8K_2,Plastic,2,16,0.875,NA,16,NA,,,,,,,,,
8/20/17,RH6,1,3,12,8L,Plastic,3,16,0.8125,NA,16,NA,,,,,,,,,
10/12/17,RH6,1,3,12,8L_3,Plastic,7,16,0.5625,NA,16,NA,,,,,,,,,
10/3/17,RH3,1,3,5,8M_2,Plastic,0,16,1,NA,16,NA,,,,,,,,,
10/3/17,RH3,1,3,6,8N_2,Plastic,0,16,1,NA,16,NA,,,,,,,,,
8/20/17,RH3,1,3,5,8O,Plastic,8,16,0.5,NA,16,NA,"*Switched out SD card RH7 for RH3, since it wasn't working",,,,,,,,
10/3/17,RH6,2,3,11,8O_2,Plastic,0,16,1,NA,16,NA,,,,,,,,,
10/3/17,RH6,2,3,12,8P_2,Plastic,3,16,0.8125,NA,16,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
